,text,label_str,label
2733,land cover mapping from radarsat stereo images in a mountainous area of southern argentina,geography,4
1895,the matching of dem and tm image based on terrain illumination model taking guangzhou as an example,geography,4
569,hausse de l activit fminine quels liens avec l volution de la fcondit,politics,2
1816,christopher columbus in portugal years of preparation,geography,4
2065,the development of the dispersed settlements on the oi gawa fan in the edo era,geography,4
127,emphysema assessment on ct examination visual and texture based quantitative analysis,medicine,0
3394,does incorrect computer prompting affect human decision making a case study in mammography,medicine,0
3327,climate forecasting forecasting crop yields from the climate,economics,3
5577,to be xhosa or not to be xhosa that is the question,politics,2
2975,os jogos indigenas e as contradicoes do confraternizar e competir,geography,4
980,a study of form discrimination in the opossum,psychology,1
2300,performance of articulation disordered children on language and perception measures,psychology,1
190,socio economic status of neighbourhoods of delhi urban,business,5
1139,de onmogelijke middenweg tussen egalisatie en concurrentie,politics,2
5088,teacher support teams an evaluation of a school based approach to meeting special educational needs,psychology,1
699,a low complexity integrated navigation system for underwater vehicles,geography,4
5350,transcranial magnetic stimulation produces speech arrest but not song arrest,psychology,1
606,red blood cell transfusion and outcomes in acute lung injury with septic shock,medicine,0
4276,religion and the politics of time holidays in france from louis xiv through napoleon by noah shusterman washington d c catholic university of america press 2010 xviii 299 pp 74 95 cloth,politics,2
301,nmr spectroscopy reveals structural dynamics of alpha1 antitrypsin in health and disease,medicine,0
3420,media s influence on the accessibility of altruistic and egoistic motivations,psychology,1
5392,the ghetto underclass social science perspectives the annals of the american academy of political and social science,politics,2
1060,book reviewabc of anxiety and depression 1st edition gask g chew graham c eds wiley blackwell 88 pages 22 99 isbn 978 1118780794,psychology,1
2565,government regulation technology and development of sme s,politics,2
5587,effectiveness of protective mechanical ventilation in acute lung injury in septic patients,medicine,0
1069,field investigation of the behavior for getting the coolness of houses in kyoto city japan during summer practical use of audio visual stimuli etc in houses,geography,4
2524,an application of dimensional analysis in cultural anthropology,politics,2
2205,what do first year university students in newfoundland and labrador know about aboriginal peoples and topics student knowledge of aboriginal peoples,geography,4
1243,a scale model of cation exchange for classroom demonstration,psychology,1
16,abdul hadi hairi shī īsm and constitutionalism in iran a study of the role played by the persian residents of iraq in iranian politics xiv 274 pp leiden e j brill 1977 guilders 64,politics,2
3120,le projet de metro grand paris une evaluation,politics,2
4642,accelerate the construction of emergency logistics system and improve the guarantee of emergency material,business,5
4754,escitalopram for social anxiety disorder,psychology,1
815,the wolf man s last years,psychology,1
3067,a letter from paris,politics,2
5355,land market regulations,economics,3
959,emigration and the resilience of politics in lebanon,politics,2
4893,bridging the gap between instruction and assessment examining the role of dynamic assessment in the oral proficiency skills of english as an additional language learners,politics,2
225,contracting with private providers for primary care services evidence from urban china,economics,3
3354,alpha actinin determines adherens junction properties in lung microvascular endothelial cells,medicine,0
2485,demography census sex puzzle,geography,4
562,analysis on addressing key technology in internet of things,business,5
3436,teaching and salaries in social science a research note,politics,2
1693,sequence game considering the coalition of carrier and shippers,business,5
1045,los cliticos en el espanol actual,politics,2
3446,ethnic fractionalisation migration and growth,economics,3
4565,paradise lost an introduction to the geography of water pollution in puerto rico,geography,4
